0 -3.849 4.333 145.700
1 -6.543 4.333 145.700
2 -3.849 1.667 145.700
3 -6.543 1.667 145.700
4 -9.045 7.333 145.700
5 -11.739 7.333 145.700
6 -9.045 4.667 145.700
7 -11.739 4.667 145.700
8 -9.045 1.333 145.700
9 -11.739 1.333 145.700
10 -9.045 -1.333 145.700
11 -11.739 -1.333 145.700
12 -15.588 9.000 145.700
13 -15.588 3.000 145.700
14 -15.588 -3.000 145.700
15 -20.785 12.000 145.700
16 -20.785 6.000 145.700
17 -20.785 0.000 145.700
18 -20.785 -6.000 145.700
19 -25.981 15.000 145.700
20 -25.981 9.000 145.700
21 -25.981 3.000 145.700
22 -25.981 -3.000 145.700
23 -25.981 -9.000 145.700
24 -31.177 18.000 145.700
25 -31.177 12.000 145.700
26 -31.177 6.000 145.700
27 -31.177 0.000 145.700
28 -31.177 -6.000 145.700
29 -31.177 -12.000 145.700
30 -36.373 21.000 145.700
31 -36.373 15.000 145.700
32 -36.373 9.000 145.700
33 -36.373 3.000 145.700
34 -36.373 -3.000 145.700
35 -36.373 -9.000 145.700
36 -36.373 -15.000 145.700
37 -41.569 24.000 145.700
38 -41.569 18.000 145.700
39 -41.569 12.000 145.700
40 -41.569 6.000 145.700
41 -41.569 0.000 145.700
42 -41.569 -6.000 145.700
43 -41.569 -12.000 145.700
44 -41.569 -18.000 145.700
45 -46.765 27.000 145.700
46 -46.765 21.000 145.700
47 -46.765 15.000 145.700
48 -46.765 9.000 145.700
49 -46.765 3.000 145.700
50 -46.765 -3.000 145.700
51 -46.765 -9.000 145.700
52 -46.765 -15.000 145.700
53 -46.765 -21.000 145.700
54 -51.962 30.000 145.700
55 -51.962 24.000 145.700
56 -51.962 18.000 145.700
57 -51.962 12.000 145.700
58 -51.962 6.000 145.700
59 -51.962 0.000 145.700
60 -51.962 -6.000 145.700
61 -51.962 -12.000 145.700
62 -51.962 -18.000 145.700
63 -51.962 -24.000 145.700
64 -57.158 27.000 145.700
65 -57.158 21.000 145.700
66 -57.158 15.000 145.700
67 -57.158 9.000 145.700
68 -57.158 3.000 145.700
69 -57.158 -3.000 145.700
70 -57.158 -9.000 145.700
71 -57.158 -15.000 145.700
72 -57.158 -21.000 145.700
73 -3.849 -1.667 145.700
74 -6.543 -1.667 145.700
75 -3.849 -4.333 145.700
76 -6.543 -4.333 145.700
77 -9.045 -4.667 145.700
78 -11.739 -4.667 145.700
79 -9.045 -7.333 145.700
80 -11.739 -7.333 145.700
81 -3.849 -7.667 145.700
82 -6.543 -7.667 145.700
83 -3.849 -10.333 145.700
84 -6.543 -10.333 145.700
85 -15.588 -9.000 145.700
86 -10.392 -12.000 145.700
87 -5.196 -15.000 145.700
88 -20.785 -12.000 145.700
89 -15.588 -15.000 145.700
90 -10.392 -18.000 145.700
91 -5.196 -21.000 145.700
92 -25.981 -15.000 145.700
93 -20.785 -18.000 145.700
94 -15.588 -21.000 145.700
95 -10.392 -24.000 145.700
96 -5.196 -27.000 145.700
97 -31.177 -18.000 145.700
98 -25.981 -21.000 145.700
99 -20.785 -24.000 145.700
100 -15.588 -27.000 145.700
101 -10.392 -30.000 145.700
102 -5.196 -33.000 145.700
103 -36.373 -21.000 145.700
104 -31.177 -24.000 145.700
105 -25.981 -27.000 145.700
106 -20.785 -30.000 145.700
107 -15.588 -33.000 145.700
108 -10.392 -36.000 145.700
109 -5.196 -39.000 145.700
110 -41.569 -24.000 145.700
111 -36.373 -27.000 145.700
112 -31.177 -30.000 145.700
113 -25.981 -33.000 145.700
114 -20.785 -36.000 145.700
115 -15.588 -39.000 145.700
116 -10.392 -42.000 145.700
117 -5.196 -45.000 145.700
118 -46.765 -27.000 145.700
119 -41.569 -30.000 145.700
120 -36.373 -33.000 145.700
121 -31.177 -36.000 145.700
122 -25.981 -39.000 145.700
123 -20.785 -42.000 145.700
124 -15.588 -45.000 145.700
125 -10.392 -48.000 145.700
126 -5.196 -51.000 145.700
127 -51.962 -30.000 145.700
128 -46.765 -33.000 145.700
129 -41.569 -36.000 145.700
130 -36.373 -39.000 145.700
131 -31.177 -42.000 145.700
132 -25.981 -45.000 145.700
133 -20.785 -48.000 145.700
134 -15.588 -51.000 145.700
135 -10.392 -54.000 145.700
136 -5.196 -57.000 145.700
137 -51.962 -36.000 145.700
138 -46.765 -39.000 145.700
139 -41.569 -42.000 145.700
140 -36.373 -45.000 145.700
141 -31.177 -48.000 145.700
142 -25.981 -51.000 145.700
143 -20.785 -54.000 145.700
144 -15.588 -57.000 145.700
145 -10.392 -60.000 145.700
146 1.347 -4.667 145.700
147 -1.347 -4.667 145.700
148 1.347 -7.333 145.700
149 -1.347 -7.333 145.700
150 1.347 -10.667 145.700
151 -1.347 -10.667 145.700
152 1.347 -13.333 145.700
153 -1.347 -13.333 145.700
154 6.543 -7.667 145.700
